y	x1	x2
-3.54506365690312	-0.115301199786135	-0.115284574057169
-13.9950127861554	-2.04565924840599	-2.06399871722218
-4.38435407058		-0.141014129853738	-0.140187881370618
0.374440927987446	0.75813751273343	0.748696419156726
-3.62248967267288	-0.0663535875736217	-0.0663121085858343
11.6859299968825	2.94147728131309	2.94288798648685
-3.43818157814654	-0.0177406843859643	-0.0180117015249084
14.8823636653108	3.45569024085831	3.44286572288664
2.94784184396959	1.12625374491982	1.11898611405464
-11.5131964859686	-1.74406778587447	-1.78739654648755
-8.38257645958447	-1.15450517084201	-1.16912430014145
-11.9883335704853	-1.86666149855723	-1.86963893690212
-8.0389570120942	-1.12896051624084	-1.13042733485791
-11.0925705603978	-1.79341489454562	-1.78854111639756
-7.48375466742945	-0.924204360644698	-0.936636630372787
8.28384312375761	2.18127657655365	2.16481190622242
6.26426338208888	1.75592440790389	1.75615159048925
0.883414454545095	0.883920504639784	0.879010673599173
3.74555567773026	1.17190722425357	1.18199175462227
4.2568806906953		1.30341731701985	1.26969479541610
-7.62637538226772	-0.95034741321623	-0.963287054227158
13.1879982317334	3.31122011971562	3.29570627540487
-3.22794946905		-0.253953722692664	-0.255723010387323
9.71179747900444	2.36234559670647	2.3918627358163
4.00727473484419	1.29152177650382	1.27403878464467
-12.5545893822833	-1.86428076720636	-1.86906384827699
-23.9506041036091	-4.04129470967701	-4.05124906989971
-8.6357157807311	-1.18048348787112	-1.18812005697275
16.0903915897186	3.71770968834742	3.67507161350751
-12.4296610191626	-1.83500444717705	-1.81318128409555
-9.01444533283859	-1.31381951487896	-1.34064253971776
-11.8826144267445	-1.85087830902305	-1.83048719103251
-6.63408217721769	-0.728439084513478	-0.729366413233494
22.9514872596646	5.07183881059877	5.09148063872735
-15.6536241287841	-2.45722297013741	-2.46268580636487
-4.31837745886400	-0.452508211564221	-0.455286171711728
-6.5294157385402	-0.795752671345395	-0.79453806385852
-4.16306536716607	-0.183914257170581	-0.18484851347017
6.27467863601956	1.73605244066761	1.73255805644062
13.9351229522804	3.27518599813745	3.22273523947727
3.80966994964859	1.22440234129037	1.22556726169826
-4.59654260467296	-0.457609458040079	-0.460995343923501
11.7235787825501	2.89237853513740	2.83037261530572
2.94611003009325	1.11144643810888	1.10889722459935
-8.79523758557833	-1.30211440066243	-1.30667106935224
-7.15280702324959	-0.801178810952434	-0.80043940566677
6.43730480974623	1.87785145272735	1.8580570211982
9.38565251938955	2.41104515413945	2.42387181866487
6.87337628045307	1.86591644679151	1.86709419681515
-4.13374022564774	-0.35861260300691	-0.359329592414381
