X1;X2;X3;X4;X5;X6;Y
-0.724152803386068;0.278387769769893;-2.28346891608182;-0.847879016658667;-0.378318662102991;-0.560802047008361;-0.0730220565769775
-0.725998818091066;1.57734062112061;-6.18401949954395;-0.590203411955576;1.88048535154416;-6.82186287854362;1.63957576975395
0.294032095939933;1.15657886310955;-2.88167239744879;-1.71242127485612;1.51555281923271;-7.97150100741036;-5.84253947733155
-1.03708287785688;0.133792315301913;-2.4755427016195;0.0531239638642867;-1.04807208101679;3.25046417077893;4.91797503441214
-0.161472250588118;-1.30747515700288;3.59948096983239;0.613519514491308;0.792536947683227;-1.15057181406706;-4.03795196423649
0.786145873898946;0.92481412044754;-1.20215061354473;-0.531842161105901;0.427897475511794;-2.34737674874718;-0.856198861454923
0.194131740677911;-1.71561186466686;5.53509907535641;-1.037333193552;0.797466664807926;-4.46706638152778;-12.9949770438471
1.59344705162919;1.27871230838900;-0.649242821908622;-0.824025584569633;-0.184918369842305;-1.09329605961235;-0.9983104682963
0.401497225175351;-0.603647212768174;2.61393608865522;1.60630892203430;0.892952522427015;0.533760276787562;1.42174734185979
-0.456968265856539;-1.88556850088898;4.74276897095386;0.85805706901632;1.59391680495595;-3.06563627683522;-6.38394280568947
0.548781808994407;1.76909889203475;-4.20973305811545;-0.518141800356996;0.0838818495943421;-1.28792914949702;3.73850104953353
-0.256733676659872;0.815022365983786;-2.9585344512711;-0.796560887891468;1.43115627219631;-5.88659059237186;-2.2749992787036
-0.229680903502142;-0.0608079948343043;-0.27693782250137;0.195595973382901;-1.34564982760456;4.42814142957949;3.68981337640779
-1.81141633534153;-1.30224106918996;0.283890536886799;0.41221565903686;-0.487872831043614;2.28804981120456;1.03847669215791
1.20534793082741;0.459659968706931;1.03171595553402;-0.168829142735240;-1.98517776876223;5.61787502081622;2.72298297975641
-1.27481696093089;0.9834202684607;-5.49989472724387;0.305423452950729;-0.774508896990733;2.93437359687366;9.25402660148895
1.51882750520973;-0.359002259763212;4.11466178970909;-0.329286161973753;-0.488737719138289;0.807640833467361;-4.81333325909073
1.61846537904114;-0.110944208486595;3.56976338354207;1.82155412916966;1.64777517286412;-1.30021726025306;0.309958578921712
0.236558027106128;0.55879790174814;-1.20327765103216;-1.47729331796874;-0.715621583997638;-0.80772188394457;-2.71585455109939
0.446320133848938;1.99670831279496;-5.097484670687;-2.81736938762719;-0.159527456257814;-5.15615640648093;-3.85622965451117
