y;x1;x2;x3
14.3700821885416;3.59610464824688;1.61933200784055;5.27567532196385
-26.9785072506257;-3.85866018053964;-3.22919840603871;-7.03917124845091
0.185923953536752;1.63070829803691;-0.333236800659209;1.31344276193828
-15.3275659044464;2.68874863854986;-5.11875001284425;-2.42704253418344
2.75463318618276;1.41937308580244;0.244366101279811;1.67786574646992
-5.19237898030674;0.54544254604091;-0.897803939118281;-0.359843065083168
-4.94699677974971;-0.0554548812699511;-0.32784869597387;-0.390370108287687
3.18683142307592;-0.2166046943207;1.70683492164126;1.46829141560999
-12.7164688962852;0.112537170938672;-2.63434850050546;-2.53544069457499
-16.3837495348492;-0.593770723653259;-2.76734202241202;-3.38994306733716
-10.302649981883;1.34117288077142;-2.71954554838706;-1.37199596896722
-10.7398829938906;-4.08042299142088;0.939595067559188;-3.16368866245466
-17.5569774143226;-2.30906953273685;-1.86151165750079;-4.20672187082157
-2.58519412459984;-1.77615419793606;1.59246332563562;-0.169914387669435
2.0810881666745;-0.0946256048072898;1.23891792333771;1.13414245794448
-18.3972053977112;-0.573443370890173;-3.40425346154294;-3.96452033617544
-5.99463962965678;0.191199637169553;-0.711032341740328;-0.516079325233297
-1.64000272705421;0.747038698940454;-0.192033338956215;0.555222771291914
10.3730070985854;0.458458054577228;3.00639524024700;3.48774028237724
-0.84124197450813;-1.80834127512671;1.89137313007081;0.0966119346352228
-9.2264187743005;0.416928660250937;-1.77828572052743;-1.35304263233308
-17.0379598722297;-1.62418383836758;-2.18690890692092;-3.83803663339735
-2.87514430081821;-0.97030167948056;0.806385225434711;-0.151800661951911
1.16459374365304;-1.46215159122797;2.11589367143888;0.653236794762194
-1.71482498494615;1.03811850040915;-0.602539218070968;0.445753522963377
-11.1745117105303;-1.19409707056180;-1.05170099053396;-2.24972884715317
-25.5217115522256;-5.17305049015689;-1.59697569122211;-6.77360122540557
-17.4680360174584;-2.36029182171063;-1.94338312590013;-4.32643192798827
-11.0387535790382;-0.332842052868158;-2.02563312802296;-2.35710388741946
-9.18563750437338;1.72404946185781;-2.93885811534570;-1.20822026727563
-8.55314934213566;1.36494585205509;-2.33731571642545;-1.01812731235272
-6.09904746814727;0.0279935363901404;-0.867706258519608;-0.857747323853447
-9.82951759244003;-1.01589754948819;-0.939427707348193;-1.97662123599876
-5.93931721548799;0.192342580941902;-0.880931892568475;-0.682611060628362
1.03499458365619;0.95539434119796;0.122438278713594;1.08358511854005
1.28379351234833;-0.0962416696068051;1.05525064782271;0.958581199695476
-7.3252204592901;0.331125813830082;-1.18084809193393;-0.855206558676869
0.0783927673007527;-1.37938745799791;1.87116214806838;0.488977852327239
-3.38733413097615;1.45096602398754;-1.09373224740389;0.356157836639714
-7.8801160200127;1.65027590158804;-2.37312058236416;-0.713912469089128
-13.1203945075793;-1.40736773207913;-1.62788425114897;-3.00993835590952
20.9804419472682;1.18294244182705;4.97943869892398;6.19948155969543
-11.0501478408253;-1.76990735060143;-0.437721024582255;-2.23271042305719
-5.43661312467315;-0.0550249466673747;-0.480534932986325;-0.531626007906259
-6.63976001745565;-0.99580069037579;-0.314991984248392;-1.30402106349860
7.9543948733509;-1.35236263639441;4.07699274047794;2.66415713805618
-11.9779701641513;-1.88991316135390;-0.840803684601835;-2.72058770968753
-1.15509537510820;-0.61200298042234;0.770722662588774;0.157785262341178
-17.1332863065955;0.718918037118683;-4.36080395937994;-3.68122456701479
-5.68757449287813;-1.14329282514614;0.137238905597779;-0.996075201734738
